0.8;1;0.9;:START_ID;:END_ID;:Type
438126489.0;abjwcnopxbaaqqkvoqevpyoqhvltxalrjuatmhmlsbhdnsurke;4.860939667509671e+18;ufirtsinqoesrkpdearhawoksgwocilqzwrbgguxcavxdziehr;bniodcldjszazmhtuceswrgwewfdaawzcfmtuqczywpgbszqpy;PyEdge
2107448922.0;agatkfqsflonmlqvrbvpeklsbndinwwhgrxuutuazztrgqwwqv;5.149372358459525e+18;ufirtsinqoesrkpdearhawoksgwocilqzwrbgguxcavxdziehr;vfaimkcvqcoqojnhzhrsskdjbaeaypmkzhhmafpredvfpsvzeb;PyEdge
860198523.0;bybxrisrkldvnsagvjynndczhavwihqopvzbvdeywxxlpvjirf;5.822599672605341e+18;ufirtsinqoesrkpdearhawoksgwocilqzwrbgguxcavxdziehr;ldkvhqacapaxwaazunxofukqlmfjevkammsrnzlmyfccxhaypa;PyEdge
;urytacblexrjlafrfuuamiowlpukibihhiakmfobiiazikblsw;;ufirtsinqoesrkpdearhawoksgwocilqzwrbgguxcavxdziehr;ovzsyrapzakggjxrwtgpzjcqrvrvpjpytsqzqbizkpwfwmayag;PyEdge
1054477238.0;jkeglzbxlhxrlmgajraqdveaerrxceiwlhsinmzcajimtngjcv;1.3610951776561718e+18;ufirtsinqoesrkpdearhawoksgwocilqzwrbgguxcavxdziehr;junykjbcxdtohtvynvotiiflwmnluldmttfngcnxcqingetdke;PyEdge
606878960.0;rwbiaxjronchcmydkokvqvbemhfywbtifwxpuiydcsaooaooku;3.6476769635735736e+18;ufirtsinqoesrkpdearhawoksgwocilqzwrbgguxcavxdziehr;slfoyhmnmiiyibhqvrbsmfbhlokswxhgvcszrepbcpapnzaxrn;PyEdge
1840438056.0;eadrsvrsyjskvhqjympmhurzavhibszihtsydipfdnpyaizxza;6.737555302201427e+18;ufirtsinqoesrkpdearhawoksgwocilqzwrbgguxcavxdziehr;arspldjtgkoudbfjjuwtvaeshwryslcaergbkyeqkmufatxotj;PyEdge
218027830.0;tsbluyglsnrvaqqobmcenjanuaoiwgxrvrdroactcrrxnbrqmy;2.405210974162739e+18;whborupujbmgwakahepdnvsgrvhhfdqvpzsravpivyoadpgwhg;gazuejehykllhwhecsqtwyxchxacgnaiomeuqvmngxsawqjumv;PyEdge
1532769009.0;abidcsagmgjgarypdhzaojcacbfaremnkhkjypayzpnketpqnc;2.463712558690096e+18;whborupujbmgwakahepdnvsgrvhhfdqvpzsravpivyoadpgwhg;bauvzziokwadapdjbaucvueepayszaeemlipgwabgbloiazpjv;PyEdge
;eguxpjobxgasbnmbprmzhejtaaqwxxzjpswviaubxdqjxaance;5.113645077338308e+18;whborupujbmgwakahepdnvsgrvhhfdqvpzsravpivyoadpgwhg;lieyrzdxzmanqazehlvfydmyxnylkrxkvaxxxsldharbakuewe;PyEdge
211716584.0;exzltyakpkwzzwhqobkwtgqymfjchmepdwmbbtbgfsdmbpwbfi;2.7722663362645043e+18;whborupujbmgwakahepdnvsgrvhhfdqvpzsravpivyoadpgwhg;hkahothpfcnbzszuznmivncyyrxetoppbrmcdariaovwwnbxju;PyEdge
240595777.0;hcfdazrausrlrpmypgwiouksjknyjffqjknznmvudzaxnapzru;5.698475069844402e+18;whborupujbmgwakahepdnvsgrvhhfdqvpzsravpivyoadpgwhg;rermfspslyqdioaspevlyfckemnwhcealexfpieghmitnnlazb;PyEdge
1411945788.0;qbbtdqisjdprsnjaeegngfggkroslmavriqqbyurcsulyhunau;1.5846250019004275e+18;whborupujbmgwakahepdnvsgrvhhfdqvpzsravpivyoadpgwhg;aiqgzuoxxecjgsahjqyriwkjchhjhktcrhrmzocxcedexszxaa;PyEdge
1552101720.0;hmmeaxpfubiclztuncjfpbhmexosferbrfbtvjsslyttotbudz;2.021529374903253e+17;whborupujbmgwakahepdnvsgrvhhfdqvpzsravpivyoadpgwhg;ganmqsqwfuxkfitgoecrxqdqbqnbnuqwiuvyromhasqzbvlcfv;PyEdge
1203473870.0;fcxabqshaxbaibpsgvzhuiqgqgxquvqnzdjwueekrdbbjexzeg;5.43741076363837e+18;whborupujbmgwakahepdnvsgrvhhfdqvpzsravpivyoadpgwhg;kagitaihkqumaamwcmdvanvqgckbrqdtxyqnkavmljhttswejb;PyEdge
;cmjnvxqlgtjetfkjgbvmagpvcnxejqfmzjghioumqrqkwvtybh;8.736597824537071e+18;whborupujbmgwakahepdnvsgrvhhfdqvpzsravpivyoadpgwhg;ppotgniihegobjvwbreyerhznhbmkwwahwirzdpyfhiwfmomkx;PyEdge
872394179.0;jfdqlnfdqjfsirmswohuozgxsqrlruhbpztnvlfxqkxjbazkum;3.8316341750320993e+18;whborupujbmgwakahepdnvsgrvhhfdqvpzsravpivyoadpgwhg;ofxpzmtdkbsiydsomkswrnpektmnvqmzcqtqdepoakieohyakn;PyEdge
;yecvnmoazmunvdzuxwscrgalmebhxyapdhnmhrkfwjxljrgojr;3.3011131555758254e+18;hiwazlezlnjupmpqxitvsakxxsbvayyffmzlvitzwugakjzalh;xbyxdtasaesoqknxzswtflssaaeacqqsqekzgdvurwasrcvtqm;PyEdge
;fyyoaeczpcsdejyaijyxsdpnbrhqeloeywvhiihjmrjiyzhiow;9.088190474539611e+18;hiwazlezlnjupmpqxitvsakxxsbvayyffmzlvitzwugakjzalh;adhspqdeiaunjzhccbgdhbgcgjzkbixdawhcxtusvtlwysqkry;PyEdge
;jfzvpfeeacpwdubyowwpgkczxkqgibmfcttnaxpzwxeoecigcz;4.945667657966276e+18;hiwazlezlnjupmpqxitvsakxxsbvayyffmzlvitzwugakjzalh;ujmqpepxjugpvuycartndisxcdnzbqcqxbbxvatmzsussgqrkg;PyEdge
1180776843.0;sckblzsrnbwmnyfwnwowxgfanhzdhbpquoilfasdnjrjrzfoob;8.792416570981008e+18;hiwazlezlnjupmpqxitvsakxxsbvayyffmzlvitzwugakjzalh;xsxadkztavqyvlfrpbtincbzcjypqmustxawggccgjvhoapqhg;PyEdge
1529072084.0;roaeusuhezlxuaxjtjruozmngyaovdgoxgwvaooakqfmjqkthu;;hiwazlezlnjupmpqxitvsakxxsbvayyffmzlvitzwugakjzalh;jsndbdnxqasblfofnzzrwxxcebjwdteoarypcepucrkvytgysa;PyEdge
1199630837.0;fqunjqingseoloflqrocxamsrhhmmzsqcuwixaccehlxmyxbxg;5.948166732633888e+18;hiwazlezlnjupmpqxitvsakxxsbvayyffmzlvitzwugakjzalh;mtkqkeypbtabfpkgbibagcvwahyhpepmhavurwhgrreytvwsbj;PyEdge
192157549.0;perruyaafijvkpkuyjfxixwlpajokizvycwukyrpsuppxwsxah;5.431167740882625e+18;hiwazlezlnjupmpqxitvsakxxsbvayyffmzlvitzwugakjzalh;uvaoxggqsznyrwudccswesesoeggahpvcbkrdhxuehtuahtpgj;PyEdge
1602719217.0;tjztdpmtbratfoogosadyltjjlhshfbqdzlqbnwrwziavdpjuw;5.152157358436556e+18;hiwazlezlnjupmpqxitvsakxxsbvayyffmzlvitzwugakjzalh;iqmgnhgduaypiymnrnmawzljryrxbwmerqecesqbfgqyzdwmsa;PyEdge
1868052263.0;cexfrorltnlrabkeqfdaxdmjdqcxlagycjdcdgcahmwqfaxzug;5.066030747196813e+18;hiwazlezlnjupmpqxitvsakxxsbvayyffmzlvitzwugakjzalh;rrycmcuhccvrwdysyivqxuiyiqxeidajmadezdblhsjqagarbl;PyEdge
411694186.0;scivkfqcrzvclzacqwjhxshllshbaiuslxgbncogzyquxrnbln;;hiwazlezlnjupmpqxitvsakxxsbvayyffmzlvitzwugakjzalh;hxaefknmwptbghaskyapyvihmyezdvmzrkydaztfdgxsnnqdkr;PyEdge
914027064.0;qsxrzxkripxeevfccgbzfcrugomfmjakqjbjnaiyvidlcqcnqe;7.094490390284615e+18;jqmzhlicnaupwqxahzewwvzzanolppxtnwbmhsqbldjwsivtlg;qngbqzakmlsjahnqdnaajiiopqfzubiadrdxaziycgnnawgwvm;PyEdge
1658520678.0;qeueqhucnwesxsppijytlqsijaidzkksjmyevwdnknrpvhfgtx;4.4407557478496225e+18;jqmzhlicnaupwqxahzewwvzzanolppxtnwbmhsqbldjwsivtlg;dmsxuarmafeysqamatkftetevfncykhagcnmclnpljijfzkumt;PyEdge
788387016.0;nkipjiuihsesgwnqismjmdbczsftycdmywfziodupeckkaajak;6.691582122323058e+18;jqmzhlicnaupwqxahzewwvzzanolppxtnwbmhsqbldjwsivtlg;ndiffyubmlqmtzquabvobrmcthnijcjnszkotadgcfsaopisjo;PyEdge
835954275.0;dblofaxwdnuifhyzrwpgtwvymyttbwksmrkqskepqxfabvuxhm;2.49117166055788e+18;jqmzhlicnaupwqxahzewwvzzanolppxtnwbmhsqbldjwsivtlg;btncpcrzlezkokxbczgsayfpyfaojggjtcgebmhhmasemgaznm;PyEdge
1273953807.0;zmhevjxmuzbanczteqjuauklauchrliacebncjdxsqwlkjntqo;1.702859694514011e+18;jqmzhlicnaupwqxahzewwvzzanolppxtnwbmhsqbldjwsivtlg;suivrerjizsmqofdajblhcoaotxnshxinrvoxkwcxnwzprxlsk;PyEdge
67607230.0;cwxilkxyxzizporfnekcohaogfqtzsxxyjwagygnfyoagkzgql;9.077750261153049e+18;jqmzhlicnaupwqxahzewwvzzanolppxtnwbmhsqbldjwsivtlg;rqzokdamwlwyzlsbkdvtxswzmwuhtvmlqstcaiehibtkveopki;PyEdge
2114874810.0;ybptzfmnvlfsstapopvehdhxamyfbwowfngozciiqnndfvsuxb;8.900179188468547e+18;jqmzhlicnaupwqxahzewwvzzanolppxtnwbmhsqbldjwsivtlg;ijxpxkomlvqdrdwybkehsgjsbwvjhjgdjnwnhokxpczivbmkme;PyEdge
;paroijvtfaihdzubsldtgibmvicytzwomfugujhwgpndbukdui;;jqmzhlicnaupwqxahzewwvzzanolppxtnwbmhsqbldjwsivtlg;quxwsownodgcrxmtrajfxsjbuzrbmrlwpmmdcongiezujgtbfp;PyEdge
1697168654.0;lpyyeqkctuirmglgbnlykqewafohoblvuxgufoooihayudezbd;2.581423461003061e+18;jqmzhlicnaupwqxahzewwvzzanolppxtnwbmhsqbldjwsivtlg;aqolocamkujrgremjyrsivhggmtpfzirpdbwsjvhzcjgasgkre;PyEdge
178283596.0;emvkmsdkosfdiuzayrwzblooximlfjdrlzoxklbaefrcepdpdj;8.859848220835104e+18;jqmzhlicnaupwqxahzewwvzzanolppxtnwbmhsqbldjwsivtlg;zyfaxuzaqzzzmegjtmlmhwgknxcaimzpsldxiiawalhroeimoa;PyEdge
2143092022.0;azogxslasoocfssubhcmwanuwdneqmkqzzawnakcqodgamenyc;2.788017158987721e+16;gaawzylvcaaubdjrurvwghlpbilleyqnbuxuelghzduyhrohno;tdzosyftuihpidmckdkgmcaaylgxqhmotyaeypadlabwcntkya;PyEdge
;vnwvrofmdmspsoddlbeazjtgazranaibpllqjiyxintlyoczgg;2.008596041511911e+18;gaawzylvcaaubdjrurvwghlpbilleyqnbuxuelghzduyhrohno;ajufblcgwvaiuarrepaaipmagnwjzubnbqjqpxujzkmsoqvlnw;PyEdge
1206571151.0;igzoamgsugzmxewqwoasmkfuujadxcysuugxvrcbwqasscvtbw;7.657798181306151e+18;gaawzylvcaaubdjrurvwghlpbilleyqnbuxuelghzduyhrohno;ekgdnojjajtqfpahbvadvzvydnroridhaqbabamjbcpfghpgnp;PyEdge
2104260785.0;rpfkpmhsahsdkwihayscdlhaodcbkxomywvbvifnmjxmvwhbxn;7.275982110614668e+17;gaawzylvcaaubdjrurvwghlpbilleyqnbuxuelghzduyhrohno;yxfxyrqwanvxcxfltyasimcfvcguidfklnppboufqckcswmxnt;PyEdge
;rkmqamcxtumegkoooiefqtexdkbzphoiaeayrffaafwydscqqa;2.2286992722502554e+18;gaawzylvcaaubdjrurvwghlpbilleyqnbuxuelghzduyhrohno;smuylysicdupvqiarwikujapzcjrdsyknllagdsvqjjtufatae;PyEdge
1113408523.0;lsalrrjqckehzpznvraepeyrgaktkqljwydveynueucmmnjitb;7.577192603367242e+18;gaawzylvcaaubdjrurvwghlpbilleyqnbuxuelghzduyhrohno;wknufcsrpaprnijqhwlbbwanmojtxakphqgvwoincffchxvjzx;PyEdge
921534004.0;oqjbcnbwciypsdoozhwzbdauqbkelnppffodnbefqyaakaaykn;1.9035373676168207e+18;gaawzylvcaaubdjrurvwghlpbilleyqnbuxuelghzduyhrohno;gvdggjastulolffdkpdzksglhnnxztxlskmwfkpaglpmtmdfls;PyEdge
1903601971.0;hkeaddhiywfnsrwhyyyqsdsexogznyjmxumabjpijkeuilahyd;1.8028952562954358e+18;gaawzylvcaaubdjrurvwghlpbilleyqnbuxuelghzduyhrohno;xcmjazmeexwpidfzyavqwxpmfehzzrofceuxclcnulpvuzktrk;PyEdge
1946391398.0;opgtuxwruhkwwgvyhopeoxfrsihwdpibpqjiotvyojijgmauic;3.358887378406776e+18;gaawzylvcaaubdjrurvwghlpbilleyqnbuxuelghzduyhrohno;ofmagsmnautptkecrypbubaicvesoojcvepnjgjxbgpqcgolpm;PyEdge
1082127064.0;sammmnxjqsuwiubjkjmahargfecetuypozmacnrgtqlzywhops;1.258254464616723e+18;gaawzylvcaaubdjrurvwghlpbilleyqnbuxuelghzduyhrohno;eszpnhuxrctfxclkyaeuxjpnjazaevaoluaudaqopfqwiibfqi;PyEdge
;prwhhjdobcgkkyebalaneafskqutcjbqzfmrialdhznvuhfrhj;2.6804664752543985e+18;fstgyxduxxglazsebaglspcajdsjtlpcfbtvrwljgrshvkxnpj;bwclpqltaskphkwieqafhauyvtwegqgwioczsrhiypqgxfbaju;PyEdge
121340783.0;nnlecojaolgdvwhaaimtqpkpqpkhrqcpgrjuhyyzufpbwddige;3.3176627676033756e+18;fstgyxduxxglazsebaglspcajdsjtlpcfbtvrwljgrshvkxnpj;gpzccifdxrjfedmeuyrvgxmeisavjjgerlorgfxzwvvmyygmnm;PyEdge
509826738.0;zluprdvzymokmokvbjpdxwfljwfbtbfkxhdmpgsyinuanxzekg;6.764752192620943e+18;fstgyxduxxglazsebaglspcajdsjtlpcfbtvrwljgrshvkxnpj;cabxufxxzsyfvtsuwjqgsrjoiamkyojrzksayeuudckuvoutef;PyEdge
1567981880.0;irnuzpsxakwvtfhdfrlphpaqkxadpaigfstobtpvbzzjarzjow;1.5991588382722834e+18;fstgyxduxxglazsebaglspcajdsjtlpcfbtvrwljgrshvkxnpj;ikviyuucpfyqnwtpuzyickjmxusjeuteupfvzicxoeydrpomwr;PyEdge
710902104.0;rhzaraazzgkohppriiydqjxcqtyvdetneauasqbbgqxgebmfaa;5.582716893283505e+18;fstgyxduxxglazsebaglspcajdsjtlpcfbtvrwljgrshvkxnpj;iotonuawaehpwwbnqcxeaoizkrynasfcfwhguodlavreahwacb;PyEdge
1886390218.0;obrnobtyamsxczowiaxxzflpbdwiznlyofqotoqaxzsmagojqh;1.2974538908802156e+18;fstgyxduxxglazsebaglspcajdsjtlpcfbtvrwljgrshvkxnpj;xfhjofknuaarpndivndyddvbgtkgpycaagmkymqffpjspikgws;PyEdge
;qgabqssiamgszzwfredavwuatgbrsnmeerbppzgjhfwzmcapta;6.880686345997213e+18;fstgyxduxxglazsebaglspcajdsjtlpcfbtvrwljgrshvkxnpj;ajaexladjctcrezruqagzmthgqvjqqqevtnoiwhbpkghkjcngd;PyEdge
2017844098.0;goapvzusaismhryebabqhgqypllrjixtrgqxavjakjzunfhscy;9.063240191243223e+17;fstgyxduxxglazsebaglspcajdsjtlpcfbtvrwljgrshvkxnpj;gmlpmjmrcpzgnfkrmddwvlbktsptdsboqnxgnqcoldhhymumea;PyEdge
1020371250.0;qizlqvxoxiaxmvgslijinxmvqnrkbymbxcpawsuiyqlvxvbmtf;3.474389883990671e+18;fstgyxduxxglazsebaglspcajdsjtlpcfbtvrwljgrshvkxnpj;fjzhzsjmgwdsydtafthkdlajeceeovrdleaagdmbnkfhmyxwbr;PyEdge
1912756045.0;vcllqohruzaytqaicemjdyumifjmlqnteozkugbgeagnbnbajg;6.410120965006814e+18;fstgyxduxxglazsebaglspcajdsjtlpcfbtvrwljgrshvkxnpj;dhaynizqcxvbwtzanujejoxaylialbvefrcqesmjgdpmizwxne;PyEdge
486540378.0;hfuzbgbakznckneqysgscahrvkvvjmjiarvupqwwakaokjjfrf;4.034136644254881e+18;rsgraztamxkzhaadiecksvlibbnwlnnujyeaazxmaeyuazomwc;mggpphsdvvqkmdggysyxndeykasnoipptlpnabtscmbcpstets;PyEdge
;wieibexubpkzrvrzrbgslfrakhcfkivszodsmgzqdavaljapbs;8.03494521287228e+18;rsgraztamxkzhaadiecksvlibbnwlnnujyeaazxmaeyuazomwc;rspilvbxkldpljewvwqltruoafolfxajviwswmhqrnejyfnpzw;PyEdge
1772896039.0;aplsfkopscxovubqbowldfxlpbabxluqgfampobfykzqidxbqr;9.175873997064966e+18;rsgraztamxkzhaadiecksvlibbnwlnnujyeaazxmaeyuazomwc;wrbofgejgwoutxymnzvsrssqawvdinivekvhkwlhctgzrfwajp;PyEdge
318679622.0;gcrsanuhnvimheytbtdanuckxjtnulnyranqyydkpwzjqfvpko;;rsgraztamxkzhaadiecksvlibbnwlnnujyeaazxmaeyuazomwc;pctlsatzrbajxlkudgtdgbayplpryhkoquksppbsnkcbblmgtg;PyEdge
1974274890.0;zmvwuhlbjtukfeiscwadtcmatyvqkaueaykfmixwvyqvambsjx;1.7292957471816726e+17;rsgraztamxkzhaadiecksvlibbnwlnnujyeaazxmaeyuazomwc;ssbvrkchmxaeawprmccfuadtkzjhlwdhxcitydigloaaruzugt;PyEdge
1554407185.0;ogwgkpjsohhbggvkswhtnsozomguvsvoelivtzftgjmmrajkli;;rsgraztamxkzhaadiecksvlibbnwlnnujyeaazxmaeyuazomwc;oocezmnukyiaorbtccapsiaslhcmlenansbankandxvtzpvhtw;PyEdge
;olhijtfjbfheqziruwojndaqwlbqphpnpjnxvwlwfbxkigstrb;1.6314573804615124e+18;rsgraztamxkzhaadiecksvlibbnwlnnujyeaazxmaeyuazomwc;rxkkevuxnylprbaoaolaqgoxeavqcdhtgvhmwinetfdktkqnfx;PyEdge
;ebsqiifppgzvrbaqifyrfxrixewpvojrxtmzcksqzioehbixca;4.658799558015957e+18;rsgraztamxkzhaadiecksvlibbnwlnnujyeaazxmaeyuazomwc;bnulxfdytydgnptlbygxaasqyxopcsnptchycjatfmskysgvcw;PyEdge
1449702258.0;jawbthlapjixsesujrizdfaogewuvfweazyjpgahkxrujbswam;7.780659113084848e+18;rsgraztamxkzhaadiecksvlibbnwlnnujyeaazxmaeyuazomwc;amzewpzzeznxynujgmoohqwrzaagcezkhffodzvvkwxbwtruhp;PyEdge
610048808.0;udcxxlwgjaxxywsxumxlbfifdcfujalertfeaoyiynsllxlcfc;8.352249292440645e+18;rsgraztamxkzhaadiecksvlibbnwlnnujyeaazxmaeyuazomwc;euygcjxpgdhtgvxyeoqeabjgbxebcxhpjjsdiuuuhgetjlhcxb;PyEdge
;wjiyheayyiaxahdvbpaqswxeeimahvxqvggejndhaozearcypu;3.393137198667562e+18;kmwlllrfxnvwsmmuzamexaqicbmknsqugtugmhkllallbnzlcv;ihsemvaetgqhuwmsmidyhdnpnyfaarowaguggppscktxqvxrjp;PyEdge
1193530523.0;mktyasddatkpfueydrkhwcvdumxlkaeqacaombdymqwqedejgm;4.778118058193333e+18;kmwlllrfxnvwsmmuzamexaqicbmknsqugtugmhkllallbnzlcv;lwhdjtqcgxxfacslwtshkvzgrmotrvgjrhqlrjrikprpaambss;PyEdge
440271437.0;vzxuptxinmrmwzrqvcgscxngrguqylysaujsaubildrvtvzcru;8.157434052090658e+18;kmwlllrfxnvwsmmuzamexaqicbmknsqugtugmhkllallbnzlcv;vvasvtwojfzgscdyadjdjzedufowtsfkcbaoksjmufakoqtzdn;PyEdge
1919365741.0;orsblcswnkunzkasbeyciizoxkkjrlgwtwaajqrahjmlrutaxg;3.2253346817125555e+18;kmwlllrfxnvwsmmuzamexaqicbmknsqugtugmhkllallbnzlcv;dzjftaknkdrecbfzybrqfujdrstiiqbzubyqakkrhafeaxtzpq;PyEdge
1926279270.0;euhrbzwjmgyamgoknzwufgirhextevoswtvawrmyqsuxdkompc;;kmwlllrfxnvwsmmuzamexaqicbmknsqugtugmhkllallbnzlcv;jwygphxtsvcaiqhmpaoipappfmfwevvnobewvbyzypyxyfufbo;PyEdge
;sicivbpbreinambtdkdomaymrmjovxxdgimhlzylmptxxpylmx;5.697784807037211e+18;kmwlllrfxnvwsmmuzamexaqicbmknsqugtugmhkllallbnzlcv;oypjahnmavydnmaqgtramkadizvqjvyfopqmqcaavcfayeswjg;PyEdge
2066845282.0;iahgeiajygejcgytlhtgvtdfkncvmfvlazjopwgtymfpjltsdr;3.2831973065298504e+18;kmwlllrfxnvwsmmuzamexaqicbmknsqugtugmhkllallbnzlcv;cudyrtbpfuhpgrreehuonlliucjafvyoapzaaaxtvblbeqcdhw;PyEdge
14292356.0;eahjtjbgywjlxakajeuinagvxbanrsytzjkqxwdaaatzmlzxgr;7.224659482487908e+18;kmwlllrfxnvwsmmuzamexaqicbmknsqugtugmhkllallbnzlcv;ahbyrmxuvwliklaeehdciopwfsguiqdgcduvrxajcnpiiaubhj;PyEdge
1581272992.0;pccbdvwtzvymjqktijikhtlffipccbqnognayutwmmttksxfxi;2.640825292758409e+18;kmwlllrfxnvwsmmuzamexaqicbmknsqugtugmhkllallbnzlcv;lfezifbmmaalnmwofnchqrhgjctwlbanvypzaboclejxgbfknw;PyEdge
1254205988.0;tdhumczucwjbylgpjfscilxantiyjafbpjxlgoarxtwotdfsyj;5.464351063527369e+18;kmwlllrfxnvwsmmuzamexaqicbmknsqugtugmhkllallbnzlcv;dmsxuarmafeysqamatkftetevfncykhagcnmclnpljijfzkumt;PyEdge
;xuclietbsopkxigzipinhcospmmarndmvuvyqyyidxoghpamry;;rarmacdeithxnaqopoxasraitswjkynhrtymbgxannwafilycz;nhipagjcdiplomadtdsfvspwytowazffigpoarzavmfbvrvbfo;PyEdge
1811714576.0;rxojrycvafwmkdifjdwaxuoqbxksoqeoueakseywuojowvmfem;8.389892322485055e+18;rarmacdeithxnaqopoxasraitswjkynhrtymbgxannwafilycz;blrqfbmxtmywmwdwjpyuyboqvhppqwquecaioopslzsjqqpmaa;PyEdge
904991270.0;lzopnykvfytjrabqzbttkalvrwblvkkubdcbjmbicptjnplwtd;3.353059919466818e+18;rarmacdeithxnaqopoxasraitswjkynhrtymbgxannwafilycz;kspsbrrvjlnjgekxogsaoilywzgxisqwdbixqpgalztgrchpbv;PyEdge
1717008569.0;dizdbshuzhdcnjrpjbmtrabgcxagicxbplawaahxdtwufofnvd;6.516357530847864e+18;rarmacdeithxnaqopoxasraitswjkynhrtymbgxannwafilycz;ubwapwzzqzzcujrsddrtrdxcwjlpupzixeldxmlhlnterrjarc;PyEdge
223612663.0;algoaakdptarsrpvkxaaiahazuqghmnlosanftcmcezifmrild;2.906408047425716e+18;rarmacdeithxnaqopoxasraitswjkynhrtymbgxannwafilycz;fhscovixxxmfaumqhvrkaiaffphekqapqcimwuxnuxrvkinydb;PyEdge
;ldfjfjthkitnsgfzzymeariyodlbhaecgfjyiuhmtzlyggryqe;2.0974329160013412e+18;rarmacdeithxnaqopoxasraitswjkynhrtymbgxannwafilycz;zollijipamyqlsaiyhzjnfhsafkdpbgsdtwmjtddmipglkjlkb;PyEdge
;yxuqqvevatxnqrskdlxjeiglfsspkastcoywkxwndnyrpvbquz;8.27403214796385e+18;rarmacdeithxnaqopoxasraitswjkynhrtymbgxannwafilycz;jptpodijendeoiltakbdjonbbexxxshvlcwusamsxistbdyprw;PyEdge
969658072.0;nxxfnazgsudsxjnauqybrgkyorgmplutiybsifmcaahbecjaqz;4.995156223915116e+18;rarmacdeithxnaqopoxasraitswjkynhrtymbgxannwafilycz;hcmoiajnzbxofrxauyldixtdhaoepouxmiwyliqkzyoztrtwqt;PyEdge
